zone_id,speaker_model,song_title,artist,volume,bass,treble,clarity,loudness,energy
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-9,-9,3.0
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-9,-6,4.25
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-9,-3,4.75
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-9,0,4.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-9,3,3.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-9,6,1.25
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-9,9,0.0
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-6,-9,4.75
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-6,-6,6.25
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-6,-3,6.75
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-6,0,6.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-6,3,5.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-6,6,3.25
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-6,9,0.25
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-3,-9,6.0
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-3,-6,7.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-3,-3,8.0
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-3,0,7.75
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-3,3,6.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-3,6,4.25
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,-3,9,1.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,0,-9,6.25
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,0,-6,7.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,0,-3,8.0
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,0,0,8.0
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,0,3,6.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,0,6,4.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,0,9,1.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,3,-9,5.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,3,-6,7.0
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,3,-3,7.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,3,0,7.25
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,3,3,6.0
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,3,6,4.0
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,3,9,0.75
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,6,-9,3.75
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,6,-6,5.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,6,-3,6.0
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,6,0,5.75
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,6,3,4.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,6,6,2.25
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,6,9,0.0
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,9,-9,1.25
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,9,-6,2.75
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,9,-3,3.25
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,9,0,3.0
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,9,3,1.75
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,9,6,0.0
2,Polk RC80i x4,Blinding Lights,The Weeknd,40,9,9,0.0
2,Polk RC80i x4,Blinding Lights,The Weeknd,55,-9,-9,3.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,55,-9,-6,5.0
2,Polk RC80i x4,Blinding Lights,The Weeknd,55,-9,-3,5.5
2,Polk RC80i x4,Blinding Lights,The Weeknd,55,-9,0,5.25
2,Polk RC80i x4,Blinding Lights,The Weeknd,55,-9,3,4.25
2,Polk RC80i x4,Blinding Lights,The Weeknd,55,-9,6,2.0
2,Polk RC80i x4,Blinding Lights,The Weeknd,55,-9,9,0.0
